STD,DTY,UWS,TVC,YNS,DWO
STD,QBP,SWK,SVZ,NYG,RJA
STD,OMQ,JJH,SRE,TOW,MAO
STD,HIX,WMM,EEZ,ZTI,JIX
STD,UZT,NMF,DAL,JGV,FJS
STD,OML,NLI,REI,ZQY,DJM
STD,KPZ,MNQ,TSY,PLG,DUN
BLK,XYE,MVU,SQC,LKM,KUB
